ID T IDR EventType X Y
6207 646481 2 SEND3 6 0
6208 646519 2 GET1 5 7
6209 646583 2 SEND1 2 0
6210 646790 1 SEND1 1 1
6211 646823 2 GET1 3 7
6212 646887 2 SEND1 1 1
6213 646981 2 GET2 3 7
6214 647092 1 GET1 3 7
6215 647106 2 SEND2 3 0
6216 647136 1 SEND1 0 0
6217 647179 2 GET1 5 7
6218 647473 2 SEND1 2 0
6219 647571 2 GET2 5 7
6220 647726 2 SEND2 4 1
6221 647760 1 GET1 5 7
6222 647839 2 GET1 4 6
6223 647930 1 SEND1 1 1
6224 648050 1 GET1 3 7
6225 648070 1 SEND1 1 1
6226 648111 2 SEND1 2 0
6227 648153 2 GET1 4 6
6228 648248 1 GET2 5 7
6229 648275 2 SEND1 2 0
6230 648639 1 SEND2 4 1
6231 648700 1 GET1 3 7
6232 648737 2 GET1 4 6
6233 648771 2 SEND1 0 0
6234 648780 1 SEND1 2 0
6235 648832 1 GET1 4 6
6236 648855 2 GET1 3 7
6237 648921 2 SEND1 1 1
6238 648937 2 GET1 3 7
6239 649013 2 SEND1 1 1
6240 649103 2 GET1 5 7
6241 649159 2 SEND1 1 1
6242 649423 2 GET1 3 7
6243 649598 1 SEND1 1 1
6244 649627 2 SEND1 2 0
6245 649682 1 GET1 3 7
6246 649720 1 SEND1 1 1
6247 649743 2 GET1 3 7
6248 649931 2 SEND1 2 0
6249 650040 1 GET2 4 6
6250 650057 2 GET1 3 7
6251 650149 2 SEND1 2 0
6252 650319 2 GET1 3 7
6253 650327 1 SEND2 4 1
6254 650382 1 GET1 4 6
6255 650821 2 SEND1 1 1
6256 650836 1 SEND1 0 0
6257 650927 2 GET1 3 7
6258 651075 2 SEND1 1 1
6259 651223 2 GET1 5 7
6260 651324 1 GET1 3 7
6261 651412 1 SEND1 1 1
6262 651605 2 SEND1 1 1
6263 651709 2 GET1 4 6
6264 651915 2 SEND1 1 1
6265 652007 2 GET1 3 7
6266 652039 1 GET3 5 7
6267 652135 1 SEND3 6 0
6268 652175 1 GET1 4 6
6269 652183 2 SEND1 2 0
6270 652261 2 GET1 4 6
6271 652395 2 SEND1 1 1
6272 652477 1 SEND1 1 1
6273 652565 1 GET2 3 7
6274 652597 2 GET1 3 7
6275 652672 1 SEND2 4 1
6276 652679 2 SEND1 1 1
6277 652721 1 GET1 3 7
6278 652725 2 GET1 4 6
6279 652815 1 SEND1 2 0
6280 652873 2 SEND1 1 1
6281 652971 1 GET2 4 6
6282 653035 2 GET1 4 6
6283 653276 1 SEND2 3 0
6284 653511 1 GET2 3 7
6285 653567 2 SEND1 1 1
6286 653690 1 SEND2 3 0
6287 653719 2 GET1 3 7
6288 653865 2 SEND1 1 1
6289 653959 2 GET2 4 6
6290 654131 1 GET1 3 7
6291 654261 1 SEND1 0 0
6292 654490 2 SEND2 3 0
6293 654635 1 GET3 3 7
6294 654921 2 GET2 3 7
6295 654946 2 SEND2 4 1
6296 655135 1 SEND3 6 0
6297 655309 2 GET1 4 6
6298 655397 1 GET1 3 7
6299 655511 2 SEND1 1 1
6300 655543 1 SEND1 1 1
6301 655567 2 GET2 4 6
6302 655573 1 GET2 3 7
6303 655692 1 SEND2 4 1
6304 655694 2 SEND2 4 1
6305 655797 1 GET1 3 7
6306 655817 1 SEND1 0 0
6307 655855 1 GET1 3 7
6308 656201 2 GET1 4 6
6309 656289 1 SEND1 1 1
6310 656313 1 GET1 3 7
6311 656427 2 SEND1 1 1
6312 656439 2 GET1 3 7
6313 656663 2 SEND1 0 0
6314 656685 1 SEND1 1 1
6315 656691 2 GET1 3 7
6316 656711 2 SEND1 1 1
6317 656929 2 GET2 5 7
6318 657149 1 GET1 3 7
6319 657205 1 SEND1 1 1
6320 657315 1 GET1 4 6
6321 657373 1 SEND1 1 1
6322 657407 1 GET1 3 7
6323 657638 2 SEND2 3 0
6324 657703 1 SEND1 1 1
6325 657723 2 GET1 3 7
6326 657903 1 GET1 3 7
6327 658239 2 SEND1 1 1
6328 658293 1 SEND1 1 1
6329 658385 1 GET1 5 7
6330 658499 1 SEND1 2 0
6331 658555 2 GET1 4 6
6332 658615 2 SEND1 1 1
6333 658775 1 GET1 3 7
6334 658837 2 GET1 5 7
6335 658855 1 SEND1 2 0
6336 659025 2 SEND1 1 1
6337 659105 1 GET2 4 6
6338 659221 2 GET1 4 6
6339 659242 1 SEND2 4 1
6340 659507 1 GET1 3 7
6341 659559 1 SEND1 1 1
6342 659609 1 GET1 5 7
6343 659665 2 SEND1 1 1
6344 659689 2 GET1 3 7
6345 659753 1 SEND1 0 0
6346 659783 2 SEND1 1 1
6347 659821 1 GET1 4 6
6348 660237 1 SEND1 2 0
6349 660247 2 GET2 5 7
6350 660450 2 SEND2 4 1
6351 660657 2 GET1 3 7
6352 660703 2 SEND1 1 1
6353 660723 2 GET1 4 6
6354 660789 1 GET1 3 7
6355 660887 1 SEND1 1 1
6356 660939 2 SEND1 2 0
6357 661025 1 GET1 3 7
6358 661073 1 SEND1 1 1
6359 661187 2 GET1 5 7
6360 661229 2 SEND1 2 0
6361 661261 1 GET1 4 6
6362 661357 1 SEND1 1 1
6363 661443 1 GET1 3 7
6364 661531 1 SEND1 1 1
6365 661703 1 GET2 3 7
6366 661933 2 GET1 5 7
6367 662240 1 SEND2 3 0
6368 662277 2 SEND1 1 1
6369 662295 2 GET1 3 7
6370 662581 1 GET1 3 7
6371 662621 2 SEND1 1 1
6372 662817 1 SEND1 1 1
6373 662839 2 GET1 3 7
6374 662921 1 GET3 3 7
6375 663147 2 SEND1 1 1
6376 663283 2 GET1 5 7
6377 663303 1 SEND3 7 1
6378 663367 1 GET1 3 7
6379 663391 2 SEND1 1 1
6380 663477 1 SEND1 1 1
6381 663673 2 GET1 4 6
6382 663749 2 SEND1 1 1
6383 663775 2 GET1 3 7
6384 663853 2 SEND1 1 1
6385 664059 2 GET1 3 7
6386 664167 1 GET1 3 7
6387 664251 2 SEND1 1 1
6388 664353 2 GET1 3 7
6389 664369 1 SEND1 1 1
6390 664479 2 SEND1 2 0
6391 664507 1 GET1 5 7
6392 664655 1 SEND1 0 0
6393 664665 2 GET1 4 6
6394 664711 1 GET1 3 7
6395 664825 1 SEND1 1 1
6396 664931 2 SEND1 1 1
6397 664949 1 GET1 4 6
6398 665005 2 GET1 3 7
6399 665081 2 SEND1 1 1
6400 665129 2 GET1 5 7
6401 665155 1 SEND1 1 1
6402 665301 2 SEND1 1 1
6403 665492 2 GET1 3 7
6404 665745 1 GET1 5 7
6405 666074 2 SEND1 0 0
6406 666165 1 SEND1 0 0
6407 666286 2 GET1 3 7
6408 666302 2 SEND1 0 0
6409 666552 2 GET1 4 6
6410 666808 2 SEND1 1 1
6411 666842 2 GET1 3 7
6412 667035 1 GET2 3 7
6413 667214 1 SEND2 4 1
6414 667224 2 SEND1 1 1
6415 667289 1 GET1 4 6
6416 667337 1 SEND1 1 1
6417 667375 1 GET1 3 7
6418 667624 2 GET1 3 7
6419 667704 2 SEND1 0 0
6420 667709 1 SEND1 1 1
6421 667862 2 GET1 3 7
6422 668096 2 SEND1 2 0
6423 668295 1 GET3 3 7
6424 668434 2 GET1 3 7
6425 668445 1 SEND3 7 1
6426 668518 2 SEND1 2 0
6427 668573 1 GET1 3 7
6428 668599 1 SEND1 1 1
6429 668644 2 GET1 3 7
6430 668758 2 SEND1 0 0
6431 668780 2 GET2 3 7
6432 668805 1 GET1 3 7
6433 668913 2 SEND2 4 1
6434 668962 2 GET1 3 7
6435 669007 1 SEND1 1 1
6436 669111 1 GET1 5 7
6437 669235 1 SEND1 1 1
6438 669252 2 SEND1 2 0
6439 669304 2 GET1 3 7
6440 669334 2 SEND1 0 0
6441 669364 2 GET1 3 7
6442 669426 2 SEND1 1 1
6443 669442 1 GET2 4 6
6444 669492 2 GET1 3 7
6445 669612 2 SEND1 2 0
6446 669783 1 SEND2 4 1
6447 669834 1 GET1 4 6
6448 669968 1 SEND1 1 1
6449 670144 1 GET1 3 7
6450 670408 2 GET2 4 6
6451 670418 1 SEND1 0 0
6452 670758 2 SEND2 4 1
6453 670863 2 GET1 3 7
6454 670945 2 SEND1 0 0
6455 671001 2 GET2 4 6
6456 671165 1 GET1 3 7
6457 671186 2 SEND2 4 1
6458 671430 2 GET3 3 7
6459 671602 2 SEND3 6 0
6460 671790 2 GET1 4 6
6461 671864 2 SEND1 2 0
6462 671988 2 GET1 5 7
6463 672010 2 SEND1 1 1
6464 672056 2 GET3 3 7
6465 672231 1 SEND1 1 1
6466 672467 1 GET1 3 7
6467 672512 2 SEND3 6 0
6468 672548 2 GET1 3 7
6469 672587 1 SEND1 2 0
6470 672705 1 GET3 4 6
6471 672816 2 SEND1 1 1
6472 673006 2 GET1 3 7
6473 673222 2 SEND1 0 0
6474 673290 2 GET1 3 7
6475 673412 2 SEND1 1 1
6476 673562 2 GET1 3 7
6477 673750 2 SEND1 1 1
6478 673945 1 SEND3 6 0
6479 673966 2 GET1 3 7
6480 674101 1 GET1 3 7
6481 674168 2 SEND1 1 1
6482 674249 1 SEND1 1 1
6483 674483 1 GET1 4 6
6484 674576 2 GET1 3 7
6485 674611 1 SEND1 2 0
6486 674775 1 GET1 3 7
6487 674898 2 SEND1 1 1
6488 674905 1 SEND1 2 0
6489 674963 1 GET2 5 7
6490 675032 2 GET1 5 7
6491 675334 1 SEND2 4 1
6492 675370 2 SEND1 0 0
6493 675416 2 GET1 3 7
6494 675619 1 GET1 5 7
6495 675660 2 SEND1 1 1
6496 675734 2 GET1 3 7
6497 675845 1 SEND1 1 1
6498 676092 2 SEND1 1 1
6499 676231 1 GET1 5 7
6500 676400 2 GET2 3 7
6501 676429 1 SEND1 1 1
6502 676453 1 GET1 3 7
6503 676463 2 SEND2 4 1
6504 676499 1 SEND1 1 1
6505 676687 1 GET2 3 7
6506 676932 1 SEND2 3 0
6507 676981 1 GET2 3 7
6508 676990 2 GET2 3 7
6509 677063 2 SEND2 4 1
6510 677082 1 SEND2 4 1
6511 677246 2 GET1 3 7
6512 677329 1 GET1 4 6
6513 677437 1 SEND1 2 0
6514 677498 2 SEND1 1 1
6515 677620 2 GET1 5 7
6516 677639 1 GET1 3 7
6517 677697 1 SEND1 1 1
6518 677764 2 SEND1 1 1
6519 677781 1 GET1 3 7
6520 677848 2 GET3 5 7
6521 677871 1 SEND1 1 1
6522 678013 1 GET1 4 6
6523 678042 2 SEND3 7 1
6524 678122 2 GET1 3 7
6525 678223 1 SEND1 1 1
6526 678240 2 SEND1 1 1
6527 678300 2 GET2 3 7
6528 678445 1 GET1 4 6
6529 678511 1 SEND1 1 1
6530 678517 2 SEND2 3 0
6531 678760 2 GET1 3 7
6532 678780 2 SEND1 1 1
6533 678865 1 GET1 3 7
6534 678937 1 SEND1 0 0
6535 679041 1 GET1 5 7
6536 679109 1 SEND1 0 0
6537 679308 2 GET3 5 7
6538 679415 1 GET1 5 7
6539 679449 1 SEND1 2 0
6540 679529 1 GET2 3 7
6541 679870 2 SEND3 7 1
6542 679892 1 SEND2 4 1
6543 679995 1 GET3 5 7
6544 680024 2 GET2 4 6
6545 680111 2 SEND2 4 1
6546 680126 2 GET1 3 7
6547 680142 2 SEND1 1 1
6548 680190 2 GET2 4 6
6549 680321 2 SEND2 4 1
6550 680484 2 GET1 3 7
6551 680618 2 SEND1 1 1
6552 680740 2 GET2 3 7
6553 680885 1 SEND3 6 0
6554 680895 2 SEND2 4 1
6555 681014 1 GET1 5 7
6556 681132 1 SEND1 1 1
6557 681244 2 GET1 3 7
6558 681296 1 GET1 3 7
6559 681330 2 SEND1 2 0
6560 681428 2 GET1 3 7
6561 681544 2 SEND1 1 1
6562 681606 2 GET1 4 6
6563 681764 1 SEND1 1 1
6564 681782 1 GET2 3 7
6565 681913 1 SEND2 3 0
6566 681956 1 GET1 3 7
6567 682052 2 SEND1 1 1
6568 682102 2 GET1 5 7
6569 682128 1 SEND1 2 0
6570 682212 1 GET1 3 7
6571 682402 1 SEND1 2 0
6572 682618 2 SEND1 1 1
6573 682662 1 GET1 4 6
6574 682788 1 SEND1 2 0
6575 682854 1 GET2 5 7
6576 683016 2 GET1 3 7
6577 683191 1 SEND2 3 0
6578 683232 1 GET1 3 7
6579 683322 2 SEND1 1 1
6580 683380 1 SEND1 0 0
6581 683380 2 GET1 3 7
6582 683418 1 GET2 4 6
6583 683420 2 SEND1 1 1
6584 683502 2 GET1 3 7
6585 683827 1 SEND2 4 1
6586 684027 2 SEND1 2 0
6587 684351 1 GET1 3 7
6588 684379 2 GET1 4 6
6589 684453 2 SEND1 1 1
6590 684475 2 GET1 3 7
6591 684571 2 SEND1 2 0
6592 684659 1 SEND1 1 1
6593 684891 2 GET1 4 6
6594 684923 1 GET1 5 7
6595 684925 2 SEND1 2 0
6596 684955 2 GET1 4 6
6597 685371 2 SEND1 1 1
6598 685381 1 SEND1 2 0
6599 685409 1 GET1 3 7
6600 685511 2 GET2 3 7
6601 685761 1 SEND1 2 0
6602 685855 1 GET1 4 6
6603 686004 2 SEND2 3 0
6604 686259 1 SEND1 0 0
6605 686279 1 GET2 4 6
6606 686379 2 GET1 3 7
6607 686394 1 SEND2 4 1
6608 686519 1 GET1 4 6
6609 686635 2 SEND1 1 1
6610 686709 2 GET1 3 7
6611 686725 2 SEND1 2 0
6612 686733 1 SEND1 2 0
6613 686773 2 GET1 3 7
6614 686801 1 GET2 3 7
6615 686841 2 SEND1 1 1
6616 686858 1 SEND2 4 1
6617 686977 2 GET1 3 7
6618 687129 1 GET1 3 7
6619 687279 1 SEND1 2 0
6620 687385 1 GET1 3 7
6621 687427 2 SEND1 2 0
6622 687557 1 SEND1 2 0
6623 687697 1 GET1 3 7
6624 687823 2 GET1 3 7
6625 687841 1 SEND1 2 0
6626 688001 1 GET1 3 7
6627 688161 1 SEND1 1 1
6628 688265 1 GET1 3 7
6629 688511 2 SEND1 1 1
6630 688513 1 SEND1 1 1
6631 688581 1 GET2 3 7
6632 688668 1 SEND2 3 0
6633 688871 2 GET1 4 6
6634 688881 1 GET1 4 6
6635 688983 2 SEND1 1 1
6636 689335 1 SEND1 2 0
6637 689427 1 GET1 3 7
6638 689445 2 GET1 3 7
6639 689477 2 SEND1 1 1
6640 689573 2 GET1 5 7
6641 689657 1 SEND1 1 1
6642 689739 2 SEND1 1 1
6643 689929 1 GET1 5 7
6644 690135 2 GET1 5 7
6645 690251 2 SEND1 1 1
6646 690301 2 GET1 4 6
6647 690419 2 SEND1 1 1
6648 690487 1 SEND1 1 1
6649 690517 1 GET1 3 7
6650 690863 2 GET1 4 6
6651 690957 1 SEND1 2 0
6652 691063 1 GET2 3 7
6653 691219 2 SEND1 1 1
6654 691236 1 SEND2 3 0
6655 691333 1 GET1 3 7
6656 691369 1 SEND1 1 1
6657 691475 1 GET1 3 7
6658 691803 2 GET1 3 7
6659 691827 2 SEND1 1 1
6660 691855 1 SEND1 1 1
6661 691913 1 GET2 4 6
6662 692086 1 SEND2 4 1
6663 692121 2 GET1 3 7
6664 692213 1 GET2 4 6
6665 692334 1 SEND2 3 0
6666 692343 2 SEND1 1 1
6667 692602 2 GET1 3 7
6668 692696 2 SEND1 1 1
6669 692744 2 GET1 5 7
6670 692840 2 SEND1 1 1
6671 692861 1 GET1 3 7
6672 693354 2 GET1 3 7
6673 693446 2 SEND1 1 1
6674 693482 2 GET1 4 6
6675 693646 1 SEND1 2 0
6676 693740 1 GET2 4 6
6677 693860 2 SEND1 0 0
6678 693930 2 GET1 4 6
6679 693991 1 SEND2 4 1
6680 694288 1 GET1 5 7
6681 694312 2 SEND1 0 0
6682 694348 1 SEND1 1 1
6683 694436 1 GET1 4 6
6684 694466 1 SEND1 1 1
6685 694474 2 GET1 4 6
6686 694728 1 GET1 3 7
6687 694732 2 SEND1 1 1
6688 694872 2 GET1 3 7
6689 695064 1 SEND1 1 1
6690 695250 1 GET1 4 6
6691 695294 1 SEND1 1 1
6692 695378 1 GET1 4 6
6693 695426 2 SEND1 0 0
6694 695516 1 SEND1 0 0
6695 695683 2 GET1 3 7
6696 695856 1 GET1 3 7
6697 695868 1 SEND1 1 1
6698 696289 2 SEND1 2 0
6699 696406 1 GET1 5 7
6700 696596 1 SEND1 2 0
6701 696685 2 GET1 3 7
6702 696900 1 GET1 3 7
6703 697022 1 SEND1 2 0
6704 697069 2 SEND1 2 0
6705 697124 1 GET1 3 7
6706 697183 2 GET1 4 6
6707 697498 1 SEND1 1 1
6708 697638 1 GET1 4 6
6709 698058 1 SEND1 1 1
6710 698158 1 GET1 3 7
6711 698232 1 SEND1 1 1
6712 698364 1 GET1 3 7
6713 698497 2 SEND1 2 0
6714 698564 1 SEND1 1 1
6715 698598 1 GET1 3 7
6716 698722 1 SEND1 2 0
6717 698787 2 GET1 4 6
6718 698821 2 SEND1 2 0
6719 698883 2 GET1 3 7
6720 698920 1 GET1 5 7
6721 698951 2 SEND1 2 0
6722 699059 2 GET1 3 7
6723 699302 1 SEND1 1 1
6724 699427 2 SEND1 0 0
6725 699449 2 GET1 3 7
6726 699567 2 SEND1 1 1
6727 699611 2 GET2 4 6
6728 699710 2 SEND2 4 1
6729 699824 1 GET1 3 7
6730 699849 2 GET1 5 7
6731 699922 1 SEND1 1 1
6732 699996 1 GET1 3 7
6733 700409 2 SEND1 1 1
6734 700421 2 GET2 3 7
6735 700518 2 SEND2 4 1
6736 700736 1 SEND1 2 0
6737 700737 2 GET1 3 7
6738 700747 2 SEND1 1 1
6739 700840 1 GET1 4 6
6740 700847 2 GET2 4 6
6741 700900 2 SEND2 4 1
6742 701137 2 GET1 5 7
6743 701389 2 SEND1 2 0
6744 701544 1 SEND1 1 1
6745 701608 1 GET1 5 7
6746 701768 1 SEND1 2 0
6747 701936 1 GET1 4 6
6748 702010 1 SEND1 1 1
6749 702164 1 GET1 3 7
6750 702279 2 GET1 4 6
6751 702346 1 SEND1 1 1
6752 702373 2 SEND1 1 1
6753 702393 2 GET3 3 7
6754 702420 1 GET1 4 6
6755 702558 1 SEND1 1 1
6756 702631 2 SEND3 6 0
6757 702875 2 GET2 5 7
6758 702902 2 SEND2 4 1
6759 703104 1 GET2 3 7
6760 703139 2 GET1 3 7
6761 703151 1 SEND2 3 0
6762 703177 2 SEND1 1 1
6763 703248 1 GET2 4 6
6764 703263 2 GET1 5 7
6765 703341 1 SEND2 3 0
6766 703355 2 SEND1 2 0
6767 703397 2 GET1 3 7
6768 703600 1 GET1 3 7
6769 703627 2 SEND1 2 0
6770 703755 2 GET1 3 7
6771 703847 2 SEND1 2 0
6772 703919 2 GET2 3 7
6773 703934 2 SEND2 3 0
6774 703990 1 SEND1 1 1
6775 704054 1 GET1 3 7
6776 704065 2 GET1 3 7
6777 704188 1 SEND1 1 1
6778 704336 1 GET1 3 7
6779 704361 2 SEND1 1 1
6780 704535 2 GET1 5 7
6781 704602 1 SEND1 0 0
6782 704618 1 GET3 3 7
6783 704703 2 SEND1 2 0
6784 704714 1 SEND3 7 1
6785 704727 2 GET1 3 7
6786 704745 2 SEND1 1 1
6787 704986 1 GET1 5 7
6788 705165 2 GET1 3 7
6789 705266 1 SEND1 2 0
6790 705293 2 SEND1 2 0
6791 705442 1 GET1 5 7
6792 705552 1 SEND1 1 1
6793 705701 2 GET2 4 6
6794 705776 1 GET1 4 6
6795 705870 2 SEND2 4 1
6796 705894 1 SEND1 1 1
6797 705950 1 GET1 3 7
6798 705973 2 GET1 4 6
6799 706213 2 SEND1 1 1
6800 706218 1 SEND1 2 0
6801 706315 2 GET1 3 7
6802 706320 1 GET1 3 7
6803 706350 1 SEND1 1 1
6804 706410 1 GET2 5 7
6805 706475 2 SEND1 2 0
6806 706659 1 SEND2 4 1
6807 706719 1 GET1 4 6
6808 706769 2 GET1 3 7
6809 706803 1 SEND1 1 1
6810 706887 1 GET1 3 7
6811 706951 2 SEND1 1 1
6812 707077 2 GET2 3 7
6813 707087 1 SEND1 1 1
6814 707213 1 GET2 5 7
6815 707312 2 SEND2 4 1
6816 707359 2 GET2 3 7
6817 707394 2 SEND2 3 0
6818 707549 2 GET1 3 7
6819 707550 1 SEND2 3 0
6820 707629 2 SEND1 1 1
6821 707729 2 GET2 3 7
6822 707748 2 SEND2 4 1
6823 707803 1 GET2 3 7
6824 707846 1 SEND2 3 0
6825 707983 2 GET1 4 6
6826 708005 1 GET2 3 7
6827 708333 2 SEND1 1 1
6828 708340 1 SEND2 4 1
6829 708355 2 GET1 5 7
6830 708389 1 GET1 3 7
6831 708481 1 SEND1 2 0
6832 708579 1 GET1 3 7
6833 708617 1 SEND1 1 1
6834 708629 2 SEND1 0 0
6835 708961 1 GET1 5 7
6836 709103 1 SEND1 2 0
6837 709279 2 GET1 3 7
6838 709373 1 GET1 4 6
6839 709377 2 SEND1 2 0
6840 709435 2 GET1 3 7
6841 709721 1 SEND1 1 1
6842 709997 1 GET1 3 7
6843 710113 2 SEND1 1 1
6844 710121 1 SEND1 1 1
6845 710186 2 GET2 5 7
6846 710325 1 GET1 5 7
6847 710369 1 SEND1 0 0
6848 710447 2 SEND2 3 0
6849 710465 1 GET1 3 7
6850 710522 2 GET1 3 7
6851 710592 2 SEND1 1 1
6852 710661 1 SEND1 2 0
6853 710678 2 GET3 4 6
6854 710731 1 GET1 3 7
6855 710885 1 SEND1 2 0
6856 710969 1 GET1 3 7
6857 710993 1 SEND1 1 1
6858 711054 2 SEND3 7 1
6859 711089 1 GET1 5 7
6860 711381 1 SEND1 1 1
6861 711456 2 GET1 3 7
6862 711463 1 GET3 5 7
6863 711574 2 SEND1 2 0
6864 711779 1 SEND3 6 0
6865 711856 2 GET1 3 7
6866 712140 2 SEND1 1 1
6867 712234 2 GET1 5 7
6868 712287 1 GET1 3 7
6869 712487 1 SEND1 2 0
6870 712511 1 GET2 3 7
6871 712516 2 SEND1 1 1
6872 712616 2 GET1 5 7
6873 712738 1 SEND2 5 0
6874 712783 1 GET1 5 7
6875 712786 2 SEND1 1 1
6876 713290 2 GET1 5 7
6877 713341 1 SEND1 1 1
6878 713384 2 SEND1 2 0
6879 713483 1 GET1 5 7
6880 713550 2 GET1 3 7
6881 713587 1 SEND1 2 0
6882 713762 2 SEND1 2 0
6883 714018 2 GET1 5 7
6884 714224 1 GET1 4 6
6885 714334 1 SEND1 1 1
6886 714416 1 GET1 4 6
6887 714442 1 SEND1 2 0
6888 714492 1 GET1 5 7
6889 714606 2 SEND1 1 1
6890 714944 2 GET1 3 7
6891 714992 2 SEND1 1 1
6892 715068 1 SEND1 2 0
6893 715120 2 GET1 3 7
6894 715182 1 GET1 3 7
6895 715246 2 SEND1 2 0
6896 715298 2 GET1 3 7
6897 715352 2 SEND1 1 1
6898 715546 1 SEND1 1 1
6899 715744 2 GET1 3 7
6900 715764 2 SEND1 2 0
6901 715996 1 GET1 3 7
6902 716012 2 GET1 3 7
6903 716116 2 SEND1 2 0
6904 716140 1 SEND1 2 0
6905 716292 2 GET2 4 6
6906 716629 2 SEND2 3 0
6907 716644 1 GET1 3 7
6908 716772 1 SEND1 2 0
6909 716794 2 GET3 3 7
6910 716956 2 SEND3 8 0
6911 717136 1 GET1 3 7
6912 717142 2 GET1 3 7
6913 717182 2 SEND1 2 0
6914 717282 1 SEND1 1 1
6915 717282 2 GET1 3 7
6916 717392 2 SEND1 2 0
6917 717496 2 GET1 4 6
6918 717760 1 GET1 4 6
6919 717802 2 SEND1 0 0
6920 717828 1 SEND1 2 0
6921 717838 2 GET1 4 6
6922 718020 2 SEND1 1 1
6923 718104 1 GET1 4 6
6924 718170 2 GET1 3 7
6925 718318 2 SEND1 1 1
6926 718324 1 SEND1 1 1
6927 718590 2 GET3 3 7
6928 718614 1 GET1 3 7
6929 718682 1 SEND1 1 1
6930 718728 2 SEND3 7 1
6931 718841 2 GET3 3 7
6932 718850 1 GET1 3 7
6933 718915 2 SEND3 6 0
6934 718994 1 SEND1 0 0
6935 719046 1 GET1 3 7
6936 719172 1 SEND1 2 0
6937 719275 2 GET1 3 7
6938 719284 1 GET1 3 7
6939 719309 2 SEND1 1 1
6940 719374 1 SEND1 1 1
6941 719402 1 GET1 3 7
6942 719433 2 GET1 3 7
6943 719542 1 SEND1 1 1
6944 719581 2 SEND1 2 0
6945 719688 1 GET1 3 7
6946 719765 1 SEND1 1 1
6947 719813 1 GET1 3 7
6948 719867 1 SEND1 1 1
6949 719911 1 GET1 3 7
6950 719961 2 GET2 3 7
6951 720029 1 SEND1 2 0
6952 720098 2 SEND2 3 0
6953 720115 1 GET1 3 7
6954 720169 1 SEND1 2 0
6955 720475 2 GET2 3 7
6956 720560 2 SEND2 3 0
6957 720589 2 GET1 3 7
6958 720617 1 GET1 3 7
6959 720859 1 SEND1 1 1
6960 720913 1 GET1 4 6
6961 720985 1 SEND1 1 1
6962 721071 1 GET3 3 7
6963 721121 1 SEND3 7 1
6964 721227 1 GET2 3 7
6965 721289 2 SEND1 1 1
6966 721384 1 SEND2 4 1
6967 721397 2 GET1 5 7
6968 721747 1 GET1 4 6
6969 721879 1 SEND1 2 0
6970 721943 1 GET1 3 7
6971 722103 1 SEND1 2 0
6972 722177 1 GET1 3 7
6973 722180 2 SEND1 1 1
6974 722190 2 GET2 3 7
6975 722231 2 SEND2 3 0
6976 722478 2 GET2 4 6
6977 722541 2 SEND2 3 0
6978 722573 1 SEND1 1 1
6979 722596 2 GET1 3 7
6980 722787 1 GET1 3 7
6981 722930 2 SEND1 2 0
6982 723157 1 SEND1 1 1
6983 723168 2 GET1 3 7
6984 723226 2 SEND1 1 1
6985 723267 1 GET1 5 7
6986 723276 2 GET1 3 7
6987 723395 1 SEND1 1 1
6988 723518 2 SEND1 0 0
6989 723660 2 GET1 5 7
6990 723986 2 SEND1 1 1
6991 724069 1 GET1 3 7
6992 724193 1 SEND1 1 1
6993 724382 2 GET1 3 7
6994 724416 2 SEND1 1 1
6995 724463 1 GET1 4 6
6996 724482 2 GET1 4 6
6997 724580 2 SEND1 1 1
6998 724674 2 GET2 4 6
6999 724765 2 SEND2 3 0
7000 725066 2 GET1 5 7
7001 725091 1 SEND1 1 1
7002 725304 2 SEND1 1 1
7003 725418 2 GET1 4 6
7004 725674 2 SEND1 1 1
7005 725755 1 GET1 5 7
7006 725941 1 SEND1 2 0
7007 726187 1 GET1 3 7
7008 726196 2 GET1 5 7
7009 726261 1 SEND1 1 1
7010 726413 1 GET2 5 7
7011 726446 2 SEND1 1 1
7012 726622 2 GET1 5 7
7013 726632 1 SEND2 3 0
7014 726740 2 SEND1 1 1
7015 726840 2 GET1 3 7
7016 727035 1 GET1 5 7
7017 727164 2 SEND1 2 0
7018 727208 2 GET1 3 7
7019 727225 1 SEND1 1 1
7020 727226 2 SEND1 0 0
7021 727289 1 GET1 3 7
7022 727348 2 GET1 5 7
7023 727780 2 SEND1 0 0
7024 728031 1 SEND1 1 1
7025 728204 2 GET1 4 6
7026 728406 2 SEND1 1 1
7027 728407 1 GET3 4 6
7028 728496 2 GET2 5 7
7029 728679 1 SEND3 6 0
7030 728819 2 SEND2 3 0
7031 728895 1 GET1 3 7
7032 728975 1 SEND1 1 1
7033 729046 2 GET1 3 7
7034 729050 1 GET1 4 6
7035 729094 2 SEND1 0 0
7036 729106 1 SEND1 1 1
7037 729222 2 GET1 5 7
7038 729362 1 GET1 3 7
7039 729386 2 SEND1 1 1
7040 729430 2 GET1 3 7
7041 729650 1 SEND1 2 0
7042 729844 2 SEND1 1 1
7043 729864 2 GET1 4 6
7044 729870 1 GET1 5 7
7045 730006 1 SEND1 1 1
7046 730098 1 GET2 3 7
7047 730289 1 SEND2 3 0
7048 730324 1 GET2 5 7
7049 730391 1 SEND2 4 1
7050 730436 2 SEND1 1 1
7051 730498 2 GET1 3 7
7052 730514 1 GET1 3 7
7053 730542 2 SEND1 1 1
