ID T IDR EventType X Y
16839 1763102 1 GET1 5 7
16840 1763242 2 GET1 3 7
16841 1763318 2 SEND1 2 0
16842 1763362 2 GET2 3 7
16843 1763570 1 SEND1 2 0
16844 1763629 2 SEND2 3 0
16845 1763724 2 GET1 3 7
16846 1763750 1 GET1 5 7
16847 1763760 2 SEND1 1 1
16848 1763784 2 GET1 3 7
16849 1763902 2 SEND1 2 0
16850 1763924 1 SEND1 1 1
16851 1763980 1 GET1 3 7
16852 1764106 2 GET1 3 7
16853 1764264 1 SEND1 1 1
16854 1764304 1 GET1 3 7
16855 1764328 1 SEND1 1 1
16856 1764558 2 SEND1 2 0
16857 1764600 2 GET1 3 7
16858 1764636 1 GET2 4 6
16859 1764730 2 SEND1 2 0
16860 1764825 1 SEND2 3 0
16861 1764882 2 GET2 3 7
16862 1765007 2 SEND2 5 0
16863 1765116 2 GET1 3 7
16864 1765122 1 GET1 3 7
16865 1765130 2 SEND1 1 1
16866 1765150 2 GET1 3 7
16867 1765182 2 SEND1 1 1
16868 1765284 2 GET2 3 7
16869 1765394 1 SEND1 1 1
16870 1765596 1 GET1 3 7
16871 1765629 2 SEND2 4 1
16872 1765630 1 SEND1 1 1
16873 1765730 1 GET1 4 6
16874 1765764 2 GET1 3 7
16875 1765794 1 SEND1 1 1
16876 1766036 1 GET1 3 7
16877 1766214 1 SEND1 1 1
16878 1766234 1 GET1 3 7
16879 1766378 1 SEND1 1 1
16880 1766506 1 GET1 5 7
16881 1766600 1 SEND1 2 0
16882 1766714 2 SEND1 1 1
16883 1766716 1 GET1 5 7
16884 1766900 1 SEND1 2 0
16885 1766944 1 GET2 3 7
16886 1767005 1 SEND2 3 0
16887 1767032 2 GET1 3 7
16888 1767220 1 GET1 3 7
16889 1767272 2 SEND1 1 1
16890 1767444 2 GET1 3 7
16891 1767532 1 SEND1 1 1
16892 1767730 1 GET2 3 7
16893 1767922 2 SEND1 2 0
16894 1767983 1 SEND2 4 1
16895 1768180 2 GET2 4 6
16896 1768238 1 GET1 5 7
16897 1768326 1 SEND1 2 0
16898 1768395 2 SEND2 4 1
16899 1768408 1 GET1 3 7
16900 1768456 1 SEND1 0 0
16901 1768584 1 GET1 4 6
16902 1768616 2 GET3 4 6
16903 1768908 2 SEND3 8 0
16904 1768992 1 SEND1 1 1
16905 1769136 2 GET1 5 7
16906 1769212 2 SEND1 1 1
16907 1769366 1 GET3 4 6
16908 1769570 2 GET1 3 7
16909 1769596 1 SEND3 7 1
16910 1769676 2 SEND1 1 1
16911 1769812 2 GET1 3 7
16912 1769900 2 SEND1 1 1
16913 1770060 1 GET1 3 7
16914 1770204 1 SEND1 1 1
16915 1770524 2 GET1 3 7
16916 1770740 2 SEND1 0 0
16917 1770774 1 GET1 4 6
16918 1770814 1 SEND1 1 1
16919 1770886 2 GET1 3 7
16920 1770912 2 SEND1 2 0
16921 1770942 2 GET1 3 7
16922 1771048 2 SEND1 1 1
16923 1771105 2 GET1 3 7
16924 1771176 1 GET1 4 6
16925 1771334 1 SEND1 1 1
16926 1771421 2 SEND1 2 0
16927 1771471 2 GET2 5 7
16928 1771514 1 GET1 3 7
16929 1771558 2 SEND2 5 0
16930 1771642 1 SEND1 1 1
16931 1771837 2 GET1 3 7
16932 1771873 2 SEND1 0 0
16933 1771997 2 GET1 4 6
16934 1772087 2 SEND1 0 0
16935 1772200 1 GET1 3 7
16936 1772222 1 SEND1 1 1
16937 1772497 2 GET1 5 7
16938 1772517 2 SEND1 1 1
16939 1772642 1 GET1 4 6
16940 1772777 2 GET1 4 6
16941 1772945 2 SEND1 2 0
16942 1773187 1 SEND1 0 0
16943 1773491 2 GET2 3 7
16944 1773540 2 SEND2 3 0
16945 1773641 1 GET1 4 6
16946 1773659 2 GET1 5 7
16947 1773853 2 SEND1 1 1
16948 1773891 1 SEND1 2 0
16949 1773927 1 GET1 3 7
16950 1773967 2 GET2 3 7
16951 1774231 1 SEND1 2 0
16952 1774268 2 SEND2 3 0
16953 1774305 1 GET1 3 7
16954 1774515 1 SEND1 2 0
16955 1774573 1 GET1 3 7
16956 1774617 1 SEND1 1 1
16957 1774699 2 GET1 4 6
16958 1774713 1 GET1 5 7
16959 1774773 2 SEND1 1 1
16960 1774965 2 GET3 3 7
16961 1775049 1 SEND1 0 0
16962 1775105 1 GET1 3 7
16963 1775155 2 SEND3 6 0
16964 1775197 2 GET1 3 7
16965 1775343 1 SEND1 1 1
16966 1775367 2 SEND1 1 1
16967 1775463 2 GET2 3 7
16968 1775522 2 SEND2 3 0
16969 1775735 2 GET1 3 7
16970 1775959 1 GET1 3 7
16971 1776251 1 SEND1 2 0
16972 1776319 1 GET1 3 7
16973 1776343 1 SEND1 1 1
16974 1776385 1 GET2 4 6
16975 1776435 2 SEND1 1 1
16976 1776536 1 SEND2 3 0
16977 1776695 2 GET2 3 7
16978 1776761 1 GET1 5 7
16979 1776794 2 SEND2 3 0
16980 1776811 1 SEND1 0 0
16981 1776849 1 GET1 3 7
16982 1776947 2 GET1 3 7
16983 1776969 1 SEND1 1 1
16984 1777033 1 GET2 3 7
16985 1777044 1 SEND2 4 1
16986 1777125 1 GET1 3 7
16987 1777173 2 SEND1 2 0
16988 1777201 2 GET2 3 7
16989 1777317 1 SEND1 2 0
16990 1777341 1 GET1 3 7
16991 1777366 2 SEND2 3 0
16992 1777559 1 SEND1 2 0
16993 1777633 1 GET1 3 7
16994 1777765 2 GET1 4 6
16995 1777945 2 SEND1 0 0
16996 1778001 1 SEND1 1 1
16997 1778033 2 GET2 3 7
16998 1778305 1 GET1 3 7
16999 1778347 1 SEND1 2 0
17000 1778392 2 SEND2 3 0
17001 1778431 2 GET1 5 7
17002 1778491 1 GET3 4 6
17003 1779169 2 SEND1 0 0
17004 1779399 2 GET1 3 7
17005 1779403 1 SEND3 6 0
17006 1779441 2 SEND1 1 1
17007 1779509 1 GET1 3 7
17008 1779547 2 GET1 4 6
17009 1779603 1 SEND1 1 1
17010 1779829 1 GET3 5 7
17011 1779893 2 SEND1 2 0
17012 1780025 2 GET1 5 7
17013 1780077 2 SEND1 0 0
17014 1780168 2 GET1 3 7
17015 1780278 2 SEND1 2 0
17016 1780408 2 GET2 3 7
17017 1780435 2 SEND2 4 1
17018 1780633 1 SEND3 7 1
17019 1780743 1 GET1 3 7
17020 1780752 2 GET1 5 7
17021 1780944 2 SEND1 0 0
17022 1780957 1 SEND1 1 1
17023 1781030 2 GET1 4 6
17024 1781041 1 GET1 3 7
17025 1781410 2 SEND1 1 1
17026 1781441 1 SEND1 1 1
17027 1781485 1 GET1 3 7
17028 1781543 1 SEND1 1 1
17029 1781563 1 GET1 3 7
17030 1781717 1 SEND1 2 0
17031 1781780 2 GET1 5 7
17032 1781906 2 SEND1 1 1
17033 1781992 2 GET1 4 6
17034 1782050 2 SEND1 1 1
17035 1782478 2 GET1 4 6
17036 1782488 1 GET1 4 6
17037 1782490 2 SEND1 1 1
17038 1782606 2 GET2 5 7
17039 1782836 1 SEND1 0 0
17040 1783083 2 SEND2 3 0
17041 1783188 2 GET1 3 7
17042 1783216 2 SEND1 1 1
17043 1783264 2 GET2 4 6
17044 1783268 1 GET1 3 7
17045 1783299 2 SEND2 3 0
17046 1783446 1 SEND1 1 1
17047 1783490 2 GET1 3 7
17048 1783538 2 SEND1 1 1
17049 1783686 1 GET1 3 7
17050 1783736 2 GET1 4 6
17051 1783776 1 SEND1 2 0
17052 1783846 2 SEND1 2 0
17053 1783884 1 GET1 3 7
17054 1783898 2 GET1 5 7
17055 1783982 2 SEND1 1 1
17056 1784072 1 SEND1 0 0
17057 1784078 2 GET3 3 7
17058 1784204 1 GET1 4 6
17059 1784234 1 SEND1 1 1
17060 1784368 1 GET3 3 7
17061 1784440 2 SEND3 6 0
17062 1784588 2 GET2 3 7
17063 1784862 1 SEND3 7 1
17064 1785263 2 SEND2 4 1
17065 1785348 2 GET1 4 6
17066 1785472 1 GET2 5 7
17067 1785574 2 SEND1 1 1
17068 1785618 2 GET1 3 7
17069 1785716 2 SEND1 1 1
17070 1785740 2 GET1 3 7
17071 1785756 2 SEND1 1 1
17072 1785836 2 GET3 3 7
17073 1786074 2 SEND3 6 0
17074 1786125 1 SEND2 3 0
17075 1786234 1 GET1 4 6
17076 1786264 2 GET1 4 6
17077 1786272 2 SEND1 1 1
17078 1786296 2 GET1 3 7
17079 1786338 2 SEND1 1 1
17080 1786504 1 SEND1 2 0
17081 1786520 1 GET1 3 7
17082 1786652 1 SEND1 1 1
17083 1786790 2 GET1 3 7
17084 1786798 1 GET1 5 7
17085 1786982 2 SEND1 2 0
17086 1787178 1 SEND1 1 1
17087 1787242 1 GET1 4 6
17088 1787312 2 GET1 4 6
17089 1787352 1 SEND1 1 1
17090 1787364 2 SEND1 0 0
17091 1787436 2 GET1 5 7
17092 1787912 1 GET1 3 7
17093 1787912 2 SEND1 1 1
17094 1787954 1 SEND1 1 1
17095 1787966 1 GET2 3 7
17096 1788106 2 GET2 5 7
17097 1788285 1 SEND2 5 0
17098 1788308 1 GET1 5 7
17099 1788425 2 SEND2 4 1
17100 1788596 2 GET1 3 7
17101 1788722 2 SEND1 1 1
17102 1789016 1 SEND1 1 1
17103 1789028 1 GET1 4 6
17104 1789194 1 SEND1 2 0
17105 1789218 2 GET1 3 7
17106 1789484 2 SEND1 2 0
17107 1789562 2 GET3 3 7
17108 1789866 2 SEND3 7 1
17109 1789872 1 GET1 3 7
17110 1790054 2 GET2 3 7
17111 1790169 2 SEND2 4 1
17112 1790228 2 GET2 3 7
17113 1790230 1 SEND1 1 1
17114 1790265 2 SEND2 4 1
17115 1790302 1 GET1 5 7
17116 1790486 2 GET1 3 7
17117 1790562 2 SEND1 0 0
17118 1790582 2 GET3 3 7
17119 1790682 1 SEND1 2 0
17120 1790894 1 GET1 3 7
17121 1791054 1 SEND1 1 1
17122 1791194 1 GET3 3 7
17123 1791440 2 SEND3 6 0
17124 1791546 2 GET1 3 7
17125 1791862 2 SEND1 1 1
17126 1792272 1 SEND3 6 0
17127 1792362 2 GET1 3 7
17128 1792414 1 GET1 3 7
17129 1792894 1 SEND1 2 0
17130 1792916 2 SEND1 0 0
17131 1792972 2 GET2 3 7
17132 1792990 1 GET1 5 7
17133 1793130 1 SEND1 1 1
17134 1793307 2 SEND2 4 1
17135 1793338 1 GET1 5 7
17136 1793432 1 SEND1 2 0
17137 1793446 2 GET1 3 7
17138 1793462 2 SEND1 1 1
17139 1793600 1 GET2 3 7
17140 1793606 2 GET1 3 7
17141 1793659 1 SEND2 5 0
17142 1793882 2 SEND1 1 1
17143 1793892 1 GET1 5 7
17144 1793954 1 SEND1 1 1
17145 1794242 1 GET2 3 7
17146 1794383 1 SEND2 3 0
17147 1794494 2 GET2 4 6
17148 1794590 1 GET1 5 7
17149 1794734 1 SEND1 1 1
17150 1794912 1 GET2 5 7
17151 1794971 1 SEND2 4 1
17152 1795108 1 GET1 3 7
17153 1795244 1 SEND1 1 1
17154 1795482 1 GET2 5 7
17155 1795567 2 SEND2 4 1
17156 1795620 2 GET1 4 6
17157 1795667 1 SEND2 4 1
17158 1795810 2 SEND1 2 0
17159 1795908 2 GET2 3 7
17160 1795992 1 GET1 4 6
17161 1796045 2 SEND2 4 1
17162 1796054 1 SEND1 1 1
17163 1796140 2 GET1 5 7
17164 1796200 1 GET2 3 7
17165 1796273 1 SEND2 4 1
17166 1796614 1 GET3 4 6
17167 1796754 2 SEND1 2 0
17168 1796758 1 SEND3 7 1
17169 1796868 1 GET1 4 6
17170 1796934 2 GET1 3 7
17171 1797000 1 SEND1 1 1
17172 1797030 1 GET1 3 7
17173 1797230 1 SEND1 0 0
17174 1797294 2 SEND1 0 0
17175 1797434 2 GET1 3 7
17176 1797694 2 SEND1 1 1
17177 1797784 1 GET1 3 7
17178 1797854 1 SEND1 1 1
17179 1797896 2 GET1 3 7
17180 1797930 1 GET1 3 7
17181 1798068 2 SEND1 2 0
17182 1798226 1 SEND1 2 0
17183 1798324 1 GET2 4 6
17184 1798397 1 SEND2 4 1
17185 1798526 2 GET1 5 7
17186 1798708 2 SEND1 2 0
17187 1798756 1 GET1 5 7
17188 1798792 1 SEND1 2 0
17189 1798900 1 GET1 3 7
17190 1798948 2 GET2 3 7
17191 1799048 1 SEND1 1 1
17192 1799094 1 GET1 3 7
17193 1799260 1 SEND1 2 0
17194 1799325 2 SEND2 3 0
17195 1799354 2 GET1 4 6
17196 1799518 1 GET1 3 7
17197 1799580 1 SEND1 1 1
17198 1799652 1 GET1 3 7
17199 1799724 1 SEND1 1 1
17200 1799764 1 GET1 3 7
17201 1799800 2 SEND1 1 1
17202 1799946 1 SEND1 2 0
17203 1799966 2 GET1 3 7
17204 1800002 1 GET1 4 6
17205 1800154 1 SEND1 1 1
17206 1800166 2 SEND1 1 1
17207 1800220 2 GET1 3 7
17208 1800416 2 SEND1 1 1
17209 1800520 1 GET1 3 7
17210 1800788 1 SEND1 2 0
17211 1800800 2 GET1 3 7
17212 1800874 1 GET1 5 7
17213 1800936 2 SEND1 1 1
17214 1801116 1 SEND1 2 0
17215 1801148 2 GET1 5 7
17216 1801266 1 GET1 3 7
17217 1801360 2 SEND1 1 1
17218 1801630 2 GET1 3 7
17219 1801670 1 SEND1 0 0
17220 1801686 2 SEND1 1 1
17221 1801696 1 GET1 3 7
17222 1801824 1 SEND1 2 0
17223 1801898 2 GET1 3 7
17224 1801988 2 SEND1 1 1
17225 1802042 2 GET1 3 7
17226 1802114 1 GET2 5 7
17227 1802285 1 SEND2 4 1
17228 1802550 1 GET1 4 6
17229 1802576 1 SEND1 1 1
17230 1802708 1 GET1 3 7
17231 1802748 1 SEND1 0 0
17232 1802876 1 GET1 4 6
17233 1803040 2 SEND1 1 1
17234 1803048 1 SEND1 1 1
17235 1803118 1 GET1 5 7
17236 1803308 2 GET1 4 6
17237 1803350 2 SEND1 1 1
17238 1803458 1 SEND1 2 0
17239 1803460 2 GET3 4 6
17240 1803530 1 GET1 3 7
17241 1803600 2 SEND3 7 1
17242 1803728 1 SEND1 1 1
17243 1803884 2 GET1 5 7
17244 1803964 2 SEND1 1 1
17245 1804014 1 GET1 4 6
17246 1804178 2 GET1 5 7
17247 1804420 2 SEND1 1 1
17248 1804522 1 SEND1 1 1
17249 1804620 1 GET1 4 6
17250 1804698 1 SEND1 2 0
17251 1804754 2 GET1 3 7
17252 1804914 1 GET1 5 7
17253 1805062 1 SEND1 2 0
17254 1805124 1 GET1 3 7
17255 1805232 2 SEND1 1 1
17256 1805436 1 SEND1 1 1
17257 1805450 1 GET1 4 6
17258 1805912 1 SEND1 1 1
17259 1805970 2 GET1 3 7
17260 1806030 2 SEND1 1 1
17261 1806078 2 GET1 4 6
17262 1806176 1 GET2 5 7
17263 1806228 2 SEND1 1 1
17264 1806245 1 SEND2 5 0
17265 1806286 2 GET2 3 7
17266 1806319 2 SEND2 4 1
17267 1806422 2 GET1 4 6
17268 1806606 1 GET1 3 7
17269 1806728 2 SEND1 1 1
17270 1806854 1 SEND1 1 1
17271 1806876 1 GET1 3 7
17272 1806908 1 SEND1 1 1
17273 1806986 2 GET2 5 7
17274 1807012 1 GET1 3 7
17275 1807118 1 SEND1 1 1
17276 1807140 1 GET1 3 7
17277 1807153 2 SEND2 4 1
17278 1807270 1 SEND1 1 1
17279 1807300 2 GET1 5 7
17280 1807396 1 GET1 3 7
17281 1807422 2 SEND1 2 0
17282 1807510 2 GET1 3 7
17283 1807548 1 SEND1 2 0
17284 1807790 1 GET1 4 6
17285 1807870 1 SEND1 1 1
17286 1807912 2 SEND1 1 1
17287 1807932 1 GET1 4 6
17288 1808062 1 SEND1 2 0
17289 1808076 1 GET2 3 7
17290 1808186 2 GET1 3 7
17291 1808244 2 SEND1 1 1
17292 1808291 1 SEND2 5 0
17293 1808358 1 GET2 3 7
17294 1808506 2 GET1 4 6
17295 1808547 1 SEND2 4 1
17296 1808662 1 GET1 3 7
17297 1808678 2 SEND1 2 0
17298 1808758 1 SEND1 1 1
17299 1808810 1 GET1 4 6
17300 1808846 2 GET3 3 7
17301 1808978 2 SEND3 6 0
17302 1809214 2 GET1 3 7
17303 1809248 1 SEND1 1 1
17304 1809506 1 GET1 3 7
17305 1809534 2 SEND1 1 1
17306 1809564 2 GET1 4 6
17307 1809902 1 SEND1 2 0
17308 1809980 1 GET1 5 7
17309 1810032 1 SEND1 2 0
17310 1810036 2 SEND1 1 1
17311 1810086 2 GET1 3 7
17312 1810250 2 SEND1 1 1
17313 1810290 1 GET1 3 7
17314 1810418 1 SEND1 1 1
17315 1810466 2 GET2 5 7
17316 1810486 1 GET1 3 7
17317 1810639 2 SEND2 4 1
17318 1810740 2 GET1 3 7
17319 1810878 2 SEND1 1 1
17320 1811018 2 GET2 3 7
17321 1811030 1 SEND1 0 0
17322 1811305 2 SEND2 3 0
17323 1811502 2 GET1 5 7
17324 1811658 1 GET1 4 6
17325 1811712 1 SEND1 1 1
17326 1811746 2 SEND1 2 0
17327 1811808 2 GET1 3 7
17328 1811916 2 SEND1 2 0
17329 1812162 2 GET1 3 7
17330 1812202 2 SEND1 0 0
17331 1812560 1 GET2 3 7
17332 1812623 1 SEND2 4 1
17333 1812746 2 GET1 4 6
17334 1812816 1 GET3 4 6
17335 1812834 2 SEND1 1 1
17336 1812876 2 GET1 3 7
17337 1812882 1 SEND3 6 0
17338 1813010 1 GET1 3 7
17339 1813096 1 SEND1 1 1
17340 1813114 2 SEND1 0 0
17341 1813200 1 GET1 3 7
17342 1813472 1 SEND1 2 0
17343 1813520 1 GET1 3 7
17344 1813546 1 SEND1 1 1
17345 1813702 2 GET1 4 6
17346 1813928 1 GET1 3 7
17347 1813954 2 SEND1 2 0
17348 1814040 2 GET2 3 7
17349 1814191 2 SEND2 3 0
17350 1814246 2 GET1 3 7
17351 1814326 1 SEND1 2 0
17352 1814452 2 SEND1 2 0
17353 1814674 2 GET2 3 7
17354 1814985 2 SEND2 4 1
17355 1815188 2 GET1 3 7
17356 1815350 2 SEND1 1 1
17357 1815460 2 GET1 3 7
17358 1815528 1 GET1 4 6
17359 1815778 2 SEND1 1 1
17360 1815886 1 SEND1 1 1
17361 1816078 2 GET1 3 7
17362 1816166 1 GET2 5 7
17363 1816212 2 SEND1 1 1
17364 1816344 2 GET1 3 7
17365 1816432 2 SEND1 2 0
17366 1816522 2 GET1 4 6
17367 1816623 1 SEND2 3 0
17368 1816686 2 SEND1 1 1
17369 1816752 2 GET2 3 7
17370 1816831 2 SEND2 4 1
17371 1816930 1 GET1 3 7
17372 1817036 2 GET1 3 7
17373 1817078 2 SEND1 2 0
17374 1817150 1 SEND1 2 0
17375 1817166 2 GET3 3 7
17376 1817360 2 SEND3 7 1
17377 1817376 1 GET1 3 7
17378 1817422 2 GET1 4 6
17379 1817430 1 SEND1 1 1
17380 1817462 2 SEND1 1 1
17381 1817716 2 GET2 3 7
17382 1817847 2 SEND2 5 0
17383 1817920 2 GET2 3 7
17384 1817961 2 SEND2 3 0
17385 1818020 1 GET1 3 7
17386 1818128 2 GET1 3 7
17387 1818662 1 SEND1 1 1
17388 1818746 2 SEND1 1 1
17389 1818898 1 GET1 4 6
17390 1818918 2 GET2 3 7
17391 1819035 2 SEND2 3 0
17392 1819100 1 SEND1 0 0
17393 1819138 1 GET1 3 7
17394 1819434 2 GET2 4 6
17395 1819534 1 SEND1 1 1
17396 1819558 1 GET1 4 6
17397 1819809 2 SEND2 3 0
17398 1819926 1 SEND1 1 1
17399 1819968 1 GET1 5 7
17400 1820284 1 SEND1 1 1
17401 1820286 2 GET1 5 7
17402 1820324 1 GET1 3 7
17403 1820380 1 SEND1 0 0
17404 1820456 2 SEND1 1 1
17405 1820510 1 GET1 3 7
17406 1820660 2 GET1 3 7
17407 1820688 1 SEND1 1 1
17408 1820770 1 GET1 3 7
17409 1820822 1 SEND1 1 1
17410 1820856 1 GET1 3 7
17411 1820888 2 SEND1 2 0
17412 1820960 2 GET1 3 7
17413 1820976 2 SEND1 1 1
17414 1821014 2 GET1 4 6
17415 1821218 1 SEND1 2 0
17416 1821254 1 GET1 5 7
17417 1821352 1 SEND1 2 0
17418 1821432 1 GET1 3 7
17419 1821730 2 SEND1 1 1
17420 1821776 1 SEND1 1 1
17421 1821834 1 GET1 3 7
17422 1821856 2 GET1 3 7
17423 1822054 1 SEND1 2 0
17424 1822224 2 SEND1 1 1
17425 1822270 2 GET1 5 7
17426 1822523 2 SEND1 1 1
17427 1822559 2 GET1 3 7
17428 1822627 2 SEND1 1 1
17429 1822741 1 GET3 3 7
17430 1822851 2 GET2 5 7
17431 1823294 2 SEND2 4 1
17432 1823473 1 SEND3 6 0
17433 1823569 2 GET1 5 7
17434 1823671 2 SEND1 2 0
17435 1823699 1 GET2 4 6
17436 1823759 2 GET2 3 7
17437 1823884 1 SEND2 5 0
17438 1823957 1 GET3 3 7
17439 1824083 1 SEND3 6 0
17440 1824167 1 GET1 3 7
17441 1824231 1 SEND1 1 1
17442 1824260 2 SEND2 4 1
17443 1824301 1 GET2 3 7
17444 1824439 2 GET3 3 7
17445 1824582 1 SEND2 4 1
17446 1824947 2 SEND3 6 0
17447 1824959 1 GET1 5 7
17448 1825015 2 GET1 4 6
17449 1825041 1 SEND1 1 1
17450 1825059 2 SEND1 2 0
17451 1825125 1 GET1 3 7
17452 1825327 2 GET1 5 7
17453 1825357 1 SEND1 1 1
17454 1825557 1 GET1 4 6
17455 1825649 1 SEND1 1 1
17456 1825675 1 GET1 3 7
17457 1825723 1 SEND1 2 0
17458 1825731 2 SEND1 2 0
17459 1825853 1 GET1 3 7
17460 1825975 2 GET2 3 7
17461 1826023 1 SEND1 1 1
17462 1826075 1 GET2 5 7
17463 1826344 1 SEND2 4 1
17464 1826344 2 SEND2 3 0
17465 1826399 1 GET1 4 6
17466 1826427 1 SEND1 1 1
17467 1826533 2 GET1 4 6
17468 1826573 1 GET1 5 7
17469 1826679 2 SEND1 2 0
17470 1826833 1 SEND1 2 0
17471 1826883 1 GET2 3 7
17472 1827058 1 SEND2 4 1
17473 1827097 2 GET2 3 7
17474 1827233 1 GET1 3 7
17475 1827265 1 SEND1 1 1
17476 1827297 1 GET1 3 7
17477 1827346 2 SEND2 4 1
17478 1827485 1 SEND1 1 1
17479 1827587 1 GET2 3 7
17480 1827652 1 SEND2 4 1
17481 1827843 2 GET1 4 6
17482 1827867 1 GET1 5 7
17483 1827913 2 SEND1 0 0
17484 1827967 2 GET1 4 6
17485 1828069 1 SEND1 2 0
17486 1828593 1 GET1 5 7
17487 1828625 1 SEND1 1 1
17488 1828727 1 GET1 4 6
17489 1828759 2 SEND1 1 1
17490 1828801 2 GET1 5 7
17491 1828933 1 SEND1 2 0
17492 1828953 2 SEND1 1 1
17493 1829447 1 GET3 4 6
17494 1829637 2 GET1 3 7
17495 1830099 1 SEND3 6 0
17496 1830153 2 SEND1 1 1
17497 1830213 2 GET1 3 7
17498 1830359 1 GET1 4 6
17499 1830523 2 SEND1 0 0
17500 1830727 1 SEND1 1 1
17501 1830775 1 GET2 3 7
17502 1830849 2 GET3 4 6
17503 1831146 1 SEND2 3 0
17504 1831317 1 GET1 5 7
17505 1831397 1 SEND1 1 1
17506 1831483 1 GET1 4 6
17507 1831697 2 SEND3 6 0
17508 1831713 1 SEND1 1 1
17509 1831743 2 GET1 3 7
17510 1831751 1 GET1 3 7
17511 1832005 1 SEND1 0 0
17512 1832027 2 SEND1 1 1
17513 1832205 2 GET1 5 7
17514 1832409 1 GET1 4 6
17515 1832463 2 SEND1 1 1
17516 1832487 1 SEND1 2 0
17517 1832654 2 GET1 4 6
17518 1832734 2 SEND1 2 0
17519 1832745 1 GET1 3 7
17520 1832948 2 GET1 5 7
17521 1833205 1 SEND1 1 1
17522 1833441 1 GET2 3 7
17523 1833720 2 SEND1 2 0
17524 1834032 1 SEND2 4 1
17525 1834240 1 GET1 4 6
17526 1834288 1 SEND1 1 1
17527 1834306 2 GET1 3 7
17528 1834312 1 GET1 3 7
17529 1834436 1 SEND1 0 0
17530 1834564 1 GET1 5 7
17531 1834592 1 SEND1 1 1
17532 1834706 1 GET2 4 6
17533 1834728 2 SEND1 1 1
17534 1834928 2 GET2 3 7
17535 1834983 1 SEND2 3 0
17536 1835030 1 GET1 3 7
17537 1835062 1 SEND1 0 0
17538 1835187 2 SEND2 4 1
17539 1835334 2 GET1 3 7
17540 1835390 1 GET2 3 7
17541 1835440 2 SEND1 1 1
17542 1835482 2 GET2 3 7
17543 1835767 2 SEND2 3 0
17544 1835871 1 SEND2 4 1
17545 1835940 2 GET1 4 6
17546 1835996 1 GET1 5 7
17547 1836046 2 SEND1 1 1
17548 1836220 2 GET3 3 7
17549 1836340 2 SEND3 6 0
17550 1836408 2 GET1 5 7
17551 1836420 1 SEND1 2 0
17552 1836526 1 GET1 3 7
17553 1836526 2 SEND1 1 1
17554 1836584 1 SEND1 1 1
17555 1836670 1 GET1 3 7
17556 1836694 1 SEND1 0 0
17557 1836922 1 GET2 3 7
17558 1836965 1 SEND2 3 0
17559 1837126 2 GET1 3 7
17560 1837197 2 SEND1 1 1
17561 1837293 2 GET1 5 7
17562 1837775 2 SEND1 2 0
17563 1837922 1 GET1 4 6
17564 1837979 2 GET1 3 7
17565 1838130 1 SEND1 1 1
17566 1838278 1 GET1 5 7
17567 1838337 2 SEND1 2 0
17568 1838417 2 GET1 3 7
17569 1838677 2 SEND1 2 0
17570 1838995 2 GET1 3 7
17571 1839033 2 SEND1 0 0
17572 1839113 2 GET1 3 7
17573 1839350 1 SEND1 1 1
17574 1839633 2 SEND1 1 1
17575 1839675 2 GET3 3 7
17576 1839726 1 GET1 4 6
17577 1839865 2 SEND3 7 1
17578 1839931 2 GET3 3 7
17579 1840225 2 SEND3 6 0
17580 1840579 2 GET1 3 7
17581 1840633 2 SEND1 0 0
17582 1840675 2 GET1 3 7
17583 1840696 1 SEND1 1 1
17584 1840747 2 SEND1 1 1
17585 1840748 1 GET1 4 6
17586 1840761 2 GET1 4 6
17587 1841005 2 SEND1 1 1
17588 1841020 1 SEND1 1 1
17589 1841038 1 GET1 3 7
17590 1841063 2 GET1 4 6
17591 1841201 2 SEND1 2 0
17592 1841469 2 GET3 5 7
17593 1841570 1 SEND1 1 1
17594 1841776 1 GET1 4 6
17595 1841980 1 SEND1 1 1
17596 1842054 1 GET1 5 7
17597 1842212 1 SEND1 1 1
17598 1842238 1 GET1 3 7
17599 1842256 1 SEND1 2 0
17600 1842331 2 SEND3 6 0
17601 1842407 1 GET1 4 6
17602 1842583 2 GET1 3 7
17603 1842843 1 SEND1 1 1
17604 1842877 2 SEND1 2 0
17605 1842973 2 GET1 3 7
17606 1843021 1 GET2 5 7
17607 1843091 2 SEND1 2 0
17608 1843401 2 GET1 3 7
17609 1843442 1 SEND2 3 0
17610 1843539 1 GET1 5 7
17611 1843631 2 SEND1 1 1
17612 1843861 1 SEND1 1 1
17613 1843883 2 GET1 3 7
17614 1843927 2 SEND1 1 1
17615 1843983 2 GET1 5 7
17616 1844103 1 GET2 4 6
17617 1844235 2 SEND1 2 0
17618 1844266 1 SEND2 4 1
17619 1844337 1 GET1 4 6
17620 1844349 1 SEND1 1 1
17621 1844405 2 GET1 3 7
17622 1844439 1 GET3 4 6
17623 1844619 2 SEND1 1 1
17624 1844719 1 SEND3 6 0
17625 1844771 1 GET2 3 7
17626 1844809 2 GET1 3 7
17627 1845008 1 SEND2 4 1
17628 1845291 1 GET1 3 7
17629 1845311 2 SEND1 2 0
17630 1845467 1 SEND1 1 1
17631 1845699 2 GET1 3 7
17632 1845995 1 GET2 5 7
17633 1846136 1 SEND2 3 0
17634 1846179 2 SEND1 1 1
17635 1846219 1 GET1 4 6
17636 1846325 1 SEND1 1 1
17637 1846481 1 GET1 5 7
